timestamp,cpu_usage,ram_usage,disk_usage,network_usage,active_users,request_rate,hour,day_of_week,previous_cpu,previous_ram,previous_disk,previous_network,previous_request_rate,previous_active_users,rolling_cpu_mean,rolling_ram_mean,rolling_request_rate,target_cpu,target_ram
2026-03-01 03:15:00,13.8,43.24,36.86,23.22,229,254.1,3,6,23.55,44.0,37.74,14.44,439.4,324,17.90666666666667,43.78333333333334,355.70000000000005,21.4,40.44
2026-03-01 03:20:00,18.84,41.3,37.19,19.43,312,335.9,3,6,13.8,43.24,36.86,23.22,254.1,229,18.73,42.846666666666664,343.1333333333334,18.08,39.35
2026-03-01 03:25:00,21.01,40.48,37.17,13.02,188,178.5,3,6,18.84,41.3,37.19,19.43,335.9,312,17.883333333333336,41.673333333333325,256.1666666666667,21.12,40.72
2026-03-01 03:30:00,21.4,40.44,37.25,19.4,289,402.8,3,6,21.01,40.48,37.17,13.02,178.5,188,20.416666666666668,40.74,305.73333333333335,21.99,42.25
2026-03-01 03:35:00,18.08,39.35,37.03,24.18,238,245.8,3,6,21.4,40.44,37.25,19.4,402.8,289,20.16333333333333,40.089999999999996,275.70000000000005,18.06,41.99
2026-03-01 03:40:00,21.12,40.72,37.14,17.79,267,328.2,3,6,18.08,39.35,37.03,24.18,245.8,238,20.2,40.169999999999995,325.6000000000001,20.91,41.27
2026-03-01 03:45:00,21.99,42.25,37.36,20.48,335,354.9,3,6,21.12,40.72,37.14,17.79,328.2,267,20.396666666666665,40.77333333333333,309.6333333333334,23.49,41.78
2026-03-01 03:50:00,18.06,41.99,37.28,19.11,345,454.4,3,6,21.99,42.25,37.36,20.48,354.9,335,20.39,41.653333333333336,379.1666666666667,20.52,40.22
2026-03-01 03:55:00,20.91,41.27,37.93,16.94,118,153.2,3,6,18.06,41.99,37.28,19.11,454.4,345,20.319999999999997,41.836666666666666,320.8333333333333,12.47,41.02
2026-03-01 04:00:00,23.49,41.78,37.93,28.16,327,453.6,4,6,20.91,41.27,37.93,16.94,153.2,118,20.819999999999997,41.68,353.7333333333334,20.69,42.27
2026-03-01 04:05:00,20.52,40.22,37.75,21.81,186,276.8,4,6,23.49,41.78,37.93,28.16,453.6,327,21.639999999999997,41.09,294.53333333333336,12.94,42.61
2026-03-01 04:10:00,12.47,41.02,38.18,8.09,210,223.7,4,6,20.52,40.22,37.75,21.81,276.8,186,18.826666666666664,41.00666666666667,318.03333333333336,19.94,41.92
2026-03-01 04:15:00,20.69,42.27,37.68,19.23,306,323.0,4,6,12.47,41.02,38.18,8.09,223.7,210,17.893333333333334,41.17,274.50000000000006,23.98,42.79
2026-03-01 04:20:00,12.94,42.61,37.24,13.94,272,318.2,4,6,20.69,42.27,37.68,19.23,323.0,306,15.366666666666667,41.96666666666667,288.3,21.68,42.23
2026-03-01 04:25:00,19.94,41.92,37.7,17.47,230,250.9,4,6,12.94,42.61,37.24,13.94,318.2,272,17.85666666666667,42.266666666666666,297.36666666666673,30.93,44.06
2026-03-01 04:30:00,23.98,42.79,37.88,18.0,368,347.0,4,6,19.94,41.92,37.7,17.47,250.9,230,18.953333333333333,42.44,305.36666666666673,17.82,42.9
2026-03-01 04:35:00,21.68,42.23,37.27,17.21,303,374.2,4,6,23.98,42.79,37.88,18.0,347.0,368,21.86666666666667,42.31333333333333,324.03333333333336,20.24,43.44
2026-03-01 04:40:00,30.93,44.06,37.96,14.77,410,503.8,4,6,21.68,42.23,37.27,17.21,374.2,303,25.53,43.026666666666664,408.3333333333333,18.77,43.88
2026-03-01 04:45:00,17.82,42.9,37.63,22.98,297,290.4,4,6,30.93,44.06,37.96,14.77,503.8,410,23.476666666666663,43.06333333333333,389.4666666666667,15.22,44.82
2026-03-01 04:50:00,20.24,43.44,37.83,21.85,338,307.3,4,6,17.82,42.9,37.63,22.98,290.4,297,22.99666666666667,43.46666666666667,367.1666666666667,22.14,46.19
2026-03-01 04:55:00,18.77,43.88,38.19,21.55,286,405.6,4,6,20.24,43.44,37.83,21.85,307.3,338,18.94333333333333,43.406666666666666,334.4333333333334,24.56,46.37
2026-03-01 05:00:00,15.22,44.82,37.1,28.11,345,366.0,5,6,18.77,43.88,38.19,21.55,405.6,286,18.076666666666668,44.04666666666666,359.6333333333334,25.01,46.55
2026-03-01 05:05:00,22.14,46.19,37.33,21.34,422,530.9,5,6,15.22,44.82,37.1,28.11,366.0,345,18.71,44.96333333333333,434.16666666666674,20.95,45.04
2026-03-01 05:10:00,24.56,46.37,37.52,19.39,346,452.2,5,6,22.14,46.19,37.33,21.34,530.9,422,20.64,45.79333333333333,449.70000000000005,25.58,45.82
2026-03-01 05:15:00,25.01,46.55,38.39,24.93,402,471.3,5,6,24.56,46.37,37.52,19.39,452.2,346,23.903333333333336,46.370000000000005,484.8,18.83,43.74
2026-03-01 05:20:00,20.95,45.04,37.52,10.91,361,297.5,5,6,25.01,46.55,38.39,24.93,471.3,402,23.506666666666664,45.98666666666667,407.00000000000006,28.79,44.46
2026-03-01 05:25:00,25.58,45.82,37.87,19.61,335,448.1,5,6,20.95,45.04,37.52,10.91,297.5,361,23.846666666666664,45.803333333333335,405.6333333333334,20.58,44.2
2026-03-01 05:30:00,18.83,43.74,38.52,20.41,323,382.3,5,6,25.58,45.82,37.87,19.61,448.1,335,21.786666666666665,44.86666666666667,375.96666666666675,19.53,43.78
2026-03-01 05:35:00,28.79,44.46,37.88,23.62,407,563.2,5,6,18.83,43.74,38.52,20.41,382.3,323,24.399999999999995,44.67333333333334,464.5333333333335,19.02,44.48
2026-03-01 05:40:00,20.58,44.2,38.25,22.72,388,380.2,5,6,28.79,44.46,37.88,23.62,563.2,407,22.73333333333333,44.13333333333333,441.9000000000001,23.11,45.2
2026-03-01 05:45:00,19.53,43.78,37.67,17.49,333,331.4,5,6,20.58,44.2,38.25,22.72,380.2,388,22.966666666666665,44.14666666666667,424.93333333333345,21.57,43.91
2026-03-01 05:50:00,19.02,44.48,38.2,22.41,391,397.1,5,6,19.53,43.78,37.67,17.49,331.4,333,19.71,44.153333333333336,369.5666666666668,16.48,42.39
2026-03-01 05:55:00,23.11,45.2,37.36,23.32,371,440.2,5,6,19.02,44.48,38.2,22.41,397.1,391,20.55333333333333,44.48666666666667,389.5666666666668,23.59,44.37
2026-03-01 06:00:00,21.57,43.91,37.96,19.72,348,367.4,6,6,23.11,45.2,37.36,23.32,440.2,371,21.23333333333333,44.53,401.5666666666668,24.98,44.31
2026-03-01 06:05:00,16.48,42.39,38.18,17.54,362,364.5,6,6,21.57,43.91,37.96,19.72,367.4,348,20.386666666666667,43.833333333333336,390.7000000000001,22.42,43.55
2026-03-01 06:10:00,23.59,44.37,38.69,15.57,409,453.2,6,6,16.48,42.39,38.18,17.54,364.5,362,20.546666666666667,43.556666666666665,395.0333333333335,30.69,44.53
2026-03-01 06:15:00,24.98,44.31,37.91,27.89,378,477.2,6,6,23.59,44.37,38.69,15.57,453.2,409,21.683333333333334,43.69,431.63333333333344,23.9,45.58
2026-03-01 06:20:00,22.42,43.55,38.19,14.32,467,427.4,6,6,24.98,44.31,37.91,27.89,477.2,378,23.66333333333333,44.076666666666675,452.6000000000001,28.62,45.24
2026-03-01 06:25:00,30.69,44.53,37.58,25.04,459,660.0,6,6,22.42,43.55,38.19,14.32,427.4,467,26.03,44.129999999999995,521.5333333333334,20.62,45.29
2026-03-01 06:30:00,23.9,45.58,37.99,23.79,459,451.6,6,6,30.69,44.53,37.58,25.04,660.0,459,25.669999999999998,44.553333333333335,513.0000000000001,27.49,46.59
2026-03-01 06:35:00,28.62,45.24,37.81,27.64,422,552.4,6,6,23.9,45.58,37.99,23.79,451.6,459,27.736666666666665,45.11666666666667,554.6666666666669,20.53,45.83
2026-03-01 06:40:00,20.62,45.29,37.1,33.97,453,600.1,6,6,28.62,45.24,37.81,27.64,552.4,422,24.38,45.370000000000005,534.7000000000002,19.2,45.09
2026-03-01 06:45:00,27.49,46.59,38.35,23.27,482,503.3,6,6,20.62,45.29,37.1,33.97,600.1,453,25.576666666666668,45.70666666666667,551.9333333333335,24.96,45.91
2026-03-01 06:50:00,20.53,45.83,38.22,19.22,461,506.0,6,6,27.49,46.59,38.35,23.27,503.3,482,22.88,45.90333333333333,536.4666666666668,19.96,45.03
2026-03-01 06:55:00,19.2,45.09,37.91,25.95,459,623.7,6,6,20.53,45.83,38.22,19.22,506.0,461,22.406666666666666,45.836666666666666,544.3333333333335,26.31,46.99
2026-03-01 07:00:00,24.96,45.91,37.95,17.99,493,607.0,7,6,19.2,45.09,37.91,25.95,623.7,459,21.563333333333333,45.60999999999999,578.9000000000001,23.48,47.36
2026-03-01 07:05:00,19.96,45.03,37.79,30.37,509,548.4,7,6,24.96,45.91,37.95,17.99,607.0,493,21.373333333333335,45.343333333333334,593.0333333333334,27.01,48.14
2026-03-01 07:10:00,26.31,46.99,38.4,27.95,488,615.3,7,6,19.96,45.03,37.79,30.37,548.4,509,23.743333333333336,45.97666666666667,590.2333333333335,25.36,49.1
2026-03-01 07:15:00,23.48,47.36,38.81,18.95,573,557.8,7,6,26.31,46.99,38.4,27.95,615.3,488,23.25,46.46,573.8333333333334,43.78,60.98
2026-03-01 07:20:00,27.01,48.14,37.84,23.87,514,566.6,7,6,23.48,47.36,38.81,18.95,557.8,573,25.599999999999998,47.49666666666667,579.9000000000001,55.69,47.82
2026-03-01 07:25:00,25.36,49.1,37.67,16.28,573,587.8,7,6,27.01,48.14,37.84,23.87,566.6,514,25.28333333333333,48.199999999999996,570.7333333333335,23.45,48.02
2026-03-01 07:30:00,43.78,60.98,37.36,32.74,847,1024.3,7,6,25.36,49.1,37.67,16.28,587.8,573,32.050000000000004,52.74,726.2333333333335,27.33,48.75
2026-03-01 07:35:00,55.69,47.82,37.89,24.65,553,640.0,7,6,43.78,60.98,37.36,32.74,1024.3,847,41.60999999999999,52.633333333333326,750.7000000000002,26.46,48.59
2026-03-01 07:40:00,23.45,48.02,37.79,28.92,519,500.0,7,6,55.69,47.82,37.89,24.65,640.0,553,40.97333333333333,52.27333333333333,721.4333333333334,24.08,49.04
2026-03-01 07:45:00,27.33,48.75,38.23,23.14,568,729.5,7,6,23.45,48.02,37.79,28.92,500.0,519,35.489999999999995,48.196666666666665,623.1666666666667,26.07,48.75
2026-03-01 07:50:00,26.46,48.59,37.96,26.62,639,798.8,7,6,27.33,48.75,38.23,23.14,729.5,568,25.746666666666666,48.45333333333334,676.1,23.85,50.12
2026-03-01 07:55:00,24.08,49.04,38.33,24.78,581,699.6,7,6,26.46,48.59,37.96,26.62,798.8,639,25.956666666666663,48.79333333333333,742.6333333333333,30.23,51.86
2026-03-01 08:00:00,26.07,48.75,38.25,29.66,571,770.7,8,6,24.08,49.04,38.33,24.78,699.6,581,25.53666666666666,48.79333333333333,756.3666666666668,34.23,52.83
2026-03-01 08:05:00,23.85,50.12,38.24,21.14,542,523.1,8,6,26.07,48.75,38.25,29.66,770.7,571,24.666666666666668,49.303333333333335,664.4666666666668,29.62,52.23
2026-03-01 08:10:00,30.23,51.86,38.08,30.39,686,749.3,8,6,23.85,50.12,38.24,21.14,523.1,542,26.71666666666667,50.24333333333333,681.0333333333334,29.11,53.83
2026-03-01 08:15:00,34.23,52.83,38.39,36.9,662,904.1,8,6,30.23,51.86,38.08,30.39,749.3,686,29.436666666666664,51.60333333333333,725.5,29.36,53.8
2026-03-01 08:20:00,29.62,52.23,38.58,28.78,638,777.6,8,6,34.23,52.83,38.39,36.9,904.1,662,31.36,52.306666666666665,810.3333333333334,28.46,53.73
2026-03-01 08:25:00,29.11,53.83,38.28,25.58,668,691.1,8,6,29.62,52.23,38.58,28.78,777.6,638,30.986666666666665,52.96333333333333,790.9333333333334,25.69,53.81
2026-03-01 08:30:00,29.36,53.8,37.91,36.2,733,929.1,8,6,29.11,53.83,38.28,25.58,691.1,668,29.36333333333333,53.28666666666666,799.2666666666668,37.07,52.87
2026-03-01 08:35:00,28.46,53.73,38.22,37.53,669,899.3,8,6,29.36,53.8,37.91,36.2,929.1,733,28.976666666666663,53.78666666666666,839.8333333333334,21.15,53.69
2026-03-01 08:40:00,25.69,53.81,38.08,30.8,647,832.0,8,6,28.46,53.73,38.22,37.53,899.3,669,27.836666666666662,53.78,886.8000000000002,35.34,54.83
2026-03-01 08:45:00,37.07,52.87,38.07,25.41,704,910.4,8,6,25.69,53.81,38.08,30.8,832.0,647,30.406666666666666,53.47,880.5666666666667,28.99,53.43
2026-03-01 08:50:00,21.15,53.69,38.63,24.83,694,614.1,8,6,37.07,52.87,38.07,25.41,910.4,704,27.97,53.45666666666667,785.5,25.45,51.33
2026-03-01 08:55:00,35.34,54.83,38.52,35.39,770,1055.0,8,6,21.15,53.69,38.63,24.83,614.1,694,31.186666666666667,53.79666666666666,859.8333333333334,39.92,63.83
2026-03-01 09:00:00,28.99,53.43,38.11,30.17,768,824.0,9,6,35.34,54.83,38.52,35.39,1055.0,770,28.49333333333333,53.98333333333333,831.0333333333334,23.93,50.72
2026-03-01 09:05:00,25.45,51.33,38.56,20.71,751,702.2,9,6,28.99,53.43,38.11,30.17,824.0,768,29.926666666666662,53.196666666666665,860.4000000000001,31.96,50.75
2026-03-01 09:10:00,39.92,63.83,38.61,48.85,1133,1048.7,9,6,25.45,51.33,38.56,20.71,702.2,751,31.45333333333333,56.196666666666665,858.3000000000002,41.46,50.98
2026-03-01 09:15:00,23.93,50.72,38.56,34.74,776,725.7,9,6,39.92,63.83,38.61,48.85,1048.7,1133,29.766666666666666,55.29333333333333,825.5333333333334,31.73,53.11
2026-03-01 09:20:00,31.96,50.75,38.5,35.73,812,977.0,9,6,23.93,50.72,38.56,34.74,725.7,776,31.936666666666667,55.1,917.1333333333336,31.28,51.88
2026-03-01 09:25:00,41.46,50.98,38.45,42.94,817,1120.0,9,6,31.96,50.75,38.5,35.73,977.0,812,32.449999999999996,50.81666666666666,940.9000000000001,37.32,52.26
2026-03-01 09:30:00,31.73,53.11,38.53,39.93,778,980.7,9,6,41.46,50.98,38.45,42.94,1120.0,817,35.05,51.61333333333332,1025.8999999999999,30.12,53.06
2026-03-01 09:35:00,31.28,51.88,38.6,35.07,786,1002.2,9,6,31.73,53.11,38.53,39.93,980.7,778,34.82333333333333,51.99,1034.3,34.12,53.22
2026-03-01 09:40:00,37.32,52.26,38.68,34.5,779,1082.0,9,6,31.28,51.88,38.6,35.07,1002.2,786,33.44333333333333,52.416666666666664,1021.6333333333336,26.33,54.45
2026-03-01 09:45:00,30.12,53.06,38.51,35.61,886,1009.7,9,6,37.32,52.26,38.68,34.5,1082.0,779,32.90666666666666,52.4,1031.3000000000002,27.9,53.99
2026-03-01 09:50:00,34.12,53.22,37.58,36.6,889,1004.1,9,6,30.12,53.06,38.51,35.61,1009.7,886,33.85333333333333,52.84666666666667,1031.9333333333334,35.97,54.86
2026-03-01 09:55:00,26.33,54.45,38.56,29.95,903,925.2,9,6,34.12,53.22,37.58,36.6,1004.1,889,30.189999999999998,53.576666666666675,979.6666666666669,38.52,55.18
2026-03-01 10:00:00,27.9,53.99,38.72,40.94,804,1070.2,10,6,26.33,54.45,38.56,29.95,925.2,903,29.45,53.88666666666666,999.8333333333334,40.52,53.29
2026-03-01 10:05:00,35.97,54.86,38.54,40.66,949,1145.3,10,6,27.9,53.99,38.72,40.94,1070.2,804,30.066666666666663,54.43333333333334,1046.9,32.62,55.25
2026-03-01 10:10:00,38.52,55.18,37.88,38.5,925,1222.2,10,6,35.97,54.86,38.54,40.66,1145.3,949,34.13,54.67666666666667,1145.8999999999999,37.55,56.49
2026-03-01 10:15:00,40.52,53.29,38.44,47.89,942,1285.0,10,6,38.52,55.18,37.88,38.5,1222.2,925,38.33666666666667,54.44333333333333,1217.5,34.81,56.84
2026-03-01 10:20:00,32.62,55.25,38.57,35.99,905,1155.3,10,6,40.52,53.29,38.44,47.89,1285.0,942,37.220000000000006,54.57333333333333,1220.8333333333333,35.4,57.37
2026-03-01 10:25:00,37.55,56.49,38.87,43.73,958,1274.2,10,6,32.62,55.25,38.57,35.99,1155.3,905,36.89666666666667,55.01,1238.1666666666667,29.94,55.5
2026-03-01 10:30:00,34.81,56.84,38.65,38.33,937,1168.6,10,6,37.55,56.49,38.87,43.73,1274.2,958,34.99333333333333,56.193333333333335,1199.3666666666668,40.52,55.93
2026-03-01 10:35:00,35.4,57.37,38.95,33.7,908,1068.0,10,6,34.81,56.84,38.65,38.33,1168.6,937,35.919999999999995,56.900000000000006,1170.2666666666667,39.55,57.06
2026-03-01 10:40:00,29.94,55.5,38.15,32.46,938,1074.2,10,6,35.4,57.37,38.95,33.7,1068.0,908,33.38333333333333,56.57,1103.6000000000001,36.67,57.11
2026-03-01 10:45:00,40.52,55.93,39.24,29.6,1057,1288.0,10,6,29.94,55.5,38.15,32.46,1074.2,938,35.28666666666667,56.26666666666667,1143.4,31.7,57.84
2026-03-01 10:50:00,39.55,57.06,38.83,39.01,1084,1149.5,10,6,40.52,55.93,39.24,29.6,1288.0,1057,36.67,56.163333333333334,1170.5666666666668,28.21,58.47
2026-03-01 10:55:00,36.67,57.11,38.55,35.62,1020,1418.1,10,6,39.55,57.06,38.83,39.01,1149.5,1084,38.913333333333334,56.699999999999996,1285.2,37.7,58.77
2026-03-01 11:00:00,31.7,57.84,38.52,33.27,957,1176.2,11,6,36.67,57.11,38.55,35.62,1418.1,1020,35.973333333333336,57.336666666666666,1247.9333333333334,31.76,59.5
2026-03-01 11:05:00,28.21,58.47,38.77,35.41,1137,1096.1,11,6,31.7,57.84,38.52,33.27,1176.2,957,32.193333333333335,57.80666666666667,1230.1333333333334,36.02,60.18
2026-03-01 11:10:00,37.7,58.77,38.42,37.36,1087,1314.4,11,6,28.21,58.47,38.77,35.41,1096.1,1137,32.53666666666667,58.36000000000001,1195.5666666666666,34.29,62.02
2026-03-01 11:15:00,31.76,59.5,39.01,34.91,1064,1124.3,11,6,37.7,58.77,38.42,37.36,1314.4,1087,32.556666666666665,58.913333333333334,1178.2666666666667,35.98,61.65
2026-03-01 11:20:00,36.02,60.18,38.6,34.76,1188,1096.6,11,6,31.76,59.5,39.01,34.91,1124.3,1064,35.160000000000004,59.48333333333333,1178.4333333333334,40.09,60.24
2026-03-01 11:25:00,34.29,62.02,39.14,33.29,1030,1143.4,11,6,36.02,60.18,38.6,34.76,1096.6,1188,34.02333333333333,60.56666666666666,1121.4333333333334,40.21,60.46
2026-03-01 11:30:00,35.98,61.65,38.36,37.55,1124,1301.0,11,6,34.29,62.02,39.14,33.29,1143.4,1030,35.43,61.28333333333333,1180.3333333333333,33.75,61.36
2026-03-01 11:35:00,40.09,60.24,38.92,43.66,1087,1415.7,11,6,35.98,61.65,38.36,37.55,1301.0,1124,36.78666666666667,61.303333333333335,1286.7,50.32,61.97
2026-03-01 11:40:00,40.21,60.46,38.71,48.84,1163,1614.8,11,6,40.09,60.24,38.92,43.66,1415.7,1087,38.76,60.78333333333333,1443.8333333333333,28.3,61.98
2026-03-01 11:45:00,33.75,61.36,38.88,43.02,1101,1243.9,11,6,40.21,60.46,38.71,48.84,1614.8,1163,38.01666666666667,60.68666666666667,1424.8,42.19,62.0
2026-03-01 11:50:00,50.32,61.97,38.62,46.77,1156,1586.7,11,6,33.75,61.36,38.88,43.02,1243.9,1101,41.42666666666667,61.26333333333333,1481.8000000000002,38.52,61.23
2026-03-01 11:55:00,28.3,61.98,38.08,32.24,1115,1150.7,11,6,50.32,61.97,38.62,46.77,1586.7,1156,37.45666666666666,61.77,1327.1000000000001,43.25,60.74
2026-03-01 12:00:00,42.19,62.0,38.65,49.31,1184,1569.5,12,6,28.3,61.98,38.08,32.24,1150.7,1115,40.27,61.98333333333333,1435.6333333333334,38.73,59.48
2026-03-01 12:05:00,38.52,61.23,38.75,39.17,1160,1262.6,12,6,42.19,62.0,38.65,49.31,1569.5,1184,36.336666666666666,61.73666666666666,1327.6000000000001,33.28,60.9
2026-03-01 12:10:00,43.25,60.74,38.67,43.01,1303,1645.9,12,6,38.52,61.23,38.75,39.17,1262.6,1160,41.32,61.32333333333333,1492.6666666666667,32.57,61.13
2026-03-01 12:15:00,38.73,59.48,38.74,37.62,1225,1371.1,12,6,43.25,60.74,38.67,43.01,1645.9,1303,40.166666666666664,60.48333333333333,1426.5333333333335,36.84,61.24
2026-03-01 12:20:00,33.28,60.9,38.7,36.37,1168,1109.7,12,6,38.73,59.48,38.74,37.62,1371.1,1225,38.419999999999995,60.373333333333335,1375.5666666666666,37.07,61.79
2026-03-01 12:25:00,32.57,61.13,38.82,36.3,1204,1104.0,12,6,33.28,60.9,38.7,36.37,1109.7,1168,34.85999999999999,60.50333333333333,1194.9333333333334,43.36,61.87
