timestamp,cpu_usage,ram_usage,disk_usage,network_usage,active_users,request_rate,hour,day_of_week
2026-03-01 04:00:00,23.49,41.78,37.93,28.16,327,453.6,4,6
2026-03-01 04:05:00,20.52,40.22,37.75,21.81,186,276.8,4,6
2026-03-01 04:10:00,12.47,41.02,38.18,8.09,210,223.7,4,6
2026-03-01 04:15:00,20.69,42.27,37.68,19.23,306,323.0,4,6
2026-03-01 04:20:00,12.94,42.61,37.24,13.94,272,318.2,4,6
2026-03-01 04:25:00,19.94,41.92,37.7,17.47,230,250.9,4,6
2026-03-01 04:30:00,23.98,42.79,37.88,18.0,368,347.0,4,6
2026-03-01 04:35:00,21.68,42.23,37.27,17.21,303,374.2,4,6
2026-03-01 04:40:00,30.93,44.06,37.96,14.77,410,503.8,4,6
2026-03-01 04:45:00,17.82,42.9,37.63,22.98,297,290.4,4,6
2026-03-01 04:50:00,20.24,43.44,37.83,21.85,338,307.3,4,6
2026-03-01 04:55:00,18.77,43.88,38.19,21.55,286,405.6,4,6
2026-03-01 05:00:00,15.22,44.82,37.1,28.11,345,366.0,5,6
2026-03-01 05:05:00,22.14,46.19,37.33,21.34,422,530.9,5,6
2026-03-01 05:10:00,24.56,46.37,37.52,19.39,346,452.2,5,6
2026-03-01 05:15:00,25.01,46.55,38.39,24.93,402,471.3,5,6
2026-03-01 05:20:00,20.95,45.04,37.52,10.91,361,297.5,5,6
2026-03-01 05:25:00,25.58,45.82,37.87,19.61,335,448.1,5,6
2026-03-01 05:30:00,18.83,43.74,38.52,20.41,323,382.3,5,6
2026-03-01 05:35:00,28.79,44.46,37.88,23.62,407,563.2,5,6
2026-03-01 05:40:00,20.58,44.2,38.25,22.72,388,380.2,5,6
2026-03-01 05:45:00,19.53,43.78,37.67,17.49,333,331.4,5,6
2026-03-01 05:50:00,19.02,44.48,38.2,22.41,391,397.1,5,6
2026-03-01 05:55:00,23.11,45.2,37.36,23.32,371,440.2,5,6
2026-03-01 06:00:00,21.57,43.91,37.96,19.72,348,367.4,6,6
2026-03-01 06:05:00,16.48,42.39,38.18,17.54,362,364.5,6,6
2026-03-01 06:10:00,23.59,44.37,38.69,15.57,409,453.2,6,6
2026-03-01 06:15:00,24.98,44.31,37.91,27.89,378,477.2,6,6
2026-03-01 06:20:00,22.42,43.55,38.19,14.32,467,427.4,6,6
2026-03-01 06:25:00,30.69,44.53,37.58,25.04,459,660.0,6,6
2026-03-01 06:30:00,23.9,45.58,37.99,23.79,459,451.6,6,6
2026-03-01 06:35:00,28.62,45.24,37.81,27.64,422,552.4,6,6
2026-03-01 06:40:00,20.62,45.29,37.1,33.97,453,600.1,6,6
2026-03-01 06:45:00,27.49,46.59,38.35,23.27,482,503.3,6,6
2026-03-01 06:50:00,20.53,45.83,38.22,19.22,461,506.0,6,6
2026-03-01 06:55:00,19.2,45.09,37.91,25.95,459,623.7,6,6
2026-03-01 07:00:00,24.96,45.91,37.95,17.99,493,607.0,7,6
2026-03-01 07:05:00,19.96,45.03,37.79,30.37,509,548.4,7,6
2026-03-01 07:10:00,26.31,46.99,38.4,27.95,488,615.3,7,6
2026-03-01 07:15:00,23.48,47.36,38.81,18.95,573,557.8,7,6
2026-03-01 07:20:00,27.01,48.14,37.84,23.87,514,566.6,7,6
2026-03-01 07:25:00,25.36,49.1,37.67,16.28,573,587.8,7,6
2026-03-01 07:30:00,43.78,60.98,37.36,32.74,847,1024.3,7,6
2026-03-01 07:35:00,55.69,47.82,37.89,24.65,553,640.0,7,6
2026-03-01 07:40:00,23.45,48.02,37.79,28.92,519,500.0,7,6
2026-03-01 07:45:00,27.33,48.75,38.23,23.14,568,729.5,7,6
2026-03-01 07:50:00,26.46,48.59,37.96,26.62,639,798.8,7,6
2026-03-01 07:55:00,24.08,49.04,38.33,24.78,581,699.6,7,6
2026-03-01 08:00:00,26.07,48.75,38.25,29.66,571,770.7,8,6
2026-03-01 08:05:00,23.85,50.12,38.24,21.14,542,523.1,8,6
2026-03-01 08:10:00,30.23,51.86,38.08,30.39,686,749.3,8,6
2026-03-01 08:15:00,34.23,52.83,38.39,36.9,662,904.1,8,6
2026-03-01 08:20:00,29.62,52.23,38.58,28.78,638,777.6,8,6
2026-03-01 08:25:00,29.11,53.83,38.28,25.58,668,691.1,8,6
2026-03-01 08:30:00,29.36,53.8,37.91,36.2,733,929.1,8,6
2026-03-01 08:35:00,28.46,53.73,38.22,37.53,669,899.3,8,6
2026-03-01 08:40:00,25.69,53.81,38.08,30.8,647,832.0,8,6
2026-03-01 08:45:00,37.07,52.87,38.07,25.41,704,910.4,8,6
2026-03-01 08:50:00,21.15,53.69,38.63,24.83,694,614.1,8,6
2026-03-01 08:55:00,35.34,54.83,38.52,35.39,770,1055.0,8,6
2026-03-01 09:00:00,28.99,53.43,38.11,30.17,768,824.0,9,6
2026-03-01 09:05:00,25.45,51.33,38.56,20.71,751,702.2,9,6
2026-03-01 09:10:00,39.92,63.83,38.61,48.85,1133,1048.7,9,6
2026-03-01 09:15:00,23.93,50.72,38.56,34.74,776,725.7,9,6
2026-03-01 09:20:00,31.96,50.75,38.5,35.73,812,977.0,9,6
2026-03-01 09:25:00,41.46,50.98,38.45,42.94,817,1120.0,9,6
2026-03-01 09:30:00,31.73,53.11,38.53,39.93,778,980.7,9,6
2026-03-01 09:35:00,31.28,51.88,38.6,35.07,786,1002.2,9,6
2026-03-01 09:40:00,37.32,52.26,38.68,34.5,779,1082.0,9,6
2026-03-01 09:45:00,30.12,53.06,38.51,35.61,886,1009.7,9,6
2026-03-01 09:50:00,34.12,53.22,37.58,36.6,889,1004.1,9,6
2026-03-01 09:55:00,26.33,54.45,38.56,29.95,903,925.2,9,6
2026-03-01 10:00:00,27.9,53.99,38.72,40.94,804,1070.2,10,6
2026-03-01 10:05:00,35.97,54.86,38.54,40.66,949,1145.3,10,6
2026-03-01 10:10:00,38.52,55.18,37.88,38.5,925,1222.2,10,6
2026-03-01 10:15:00,40.52,53.29,38.44,47.89,942,1285.0,10,6
2026-03-01 10:20:00,32.62,55.25,38.57,35.99,905,1155.3,10,6
2026-03-01 10:25:00,37.55,56.49,38.87,43.73,958,1274.2,10,6
2026-03-01 10:30:00,34.81,56.84,38.65,38.33,937,1168.6,10,6
2026-03-01 10:35:00,35.4,57.37,38.95,33.7,908,1068.0,10,6
2026-03-01 10:40:00,29.94,55.5,38.15,32.46,938,1074.2,10,6
2026-03-01 10:45:00,40.52,55.93,39.24,29.6,1057,1288.0,10,6
2026-03-01 10:50:00,39.55,57.06,38.83,39.01,1084,1149.5,10,6
2026-03-01 10:55:00,36.67,57.11,38.55,35.62,1020,1418.1,10,6
2026-03-01 11:00:00,31.7,57.84,38.52,33.27,957,1176.2,11,6
2026-03-01 11:05:00,28.21,58.47,38.77,35.41,1137,1096.1,11,6
2026-03-01 11:10:00,37.7,58.77,38.42,37.36,1087,1314.4,11,6
2026-03-01 11:15:00,31.76,59.5,39.01,34.91,1064,1124.3,11,6
2026-03-01 11:20:00,36.02,60.18,38.6,34.76,1188,1096.6,11,6
2026-03-01 11:25:00,34.29,62.02,39.14,33.29,1030,1143.4,11,6
2026-03-01 11:30:00,35.98,61.65,38.36,37.55,1124,1301.0,11,6
2026-03-01 11:35:00,40.09,60.24,38.92,43.66,1087,1415.7,11,6
2026-03-01 11:40:00,40.21,60.46,38.71,48.84,1163,1614.8,11,6
2026-03-01 11:45:00,33.75,61.36,38.88,43.02,1101,1243.9,11,6
2026-03-01 11:50:00,50.32,61.97,38.62,46.77,1156,1586.7,11,6
2026-03-01 11:55:00,28.3,61.98,38.08,32.24,1115,1150.7,11,6
2026-03-01 12:00:00,42.19,62.0,38.65,49.31,1184,1569.5,12,6
2026-03-01 12:05:00,38.52,61.23,38.75,39.17,1160,1262.6,12,6
2026-03-01 12:10:00,43.25,60.74,38.67,43.01,1303,1645.9,12,6
2026-03-01 12:15:00,38.73,59.48,38.74,37.62,1225,1371.1,12,6
2026-03-01 12:20:00,33.28,60.9,38.7,36.37,1168,1109.7,12,6
2026-03-01 12:25:00,32.57,61.13,38.82,36.3,1204,1104.0,12,6
2026-03-01 12:30:00,36.84,61.24,38.29,40.6,1252,1553.0,12,6
2026-03-01 12:35:00,37.07,61.79,38.89,36.06,1237,1398.7,12,6
2026-03-01 12:40:00,43.36,61.87,38.57,42.11,1203,1410.1,12,6
2026-03-01 12:45:00,41.34,61.71,39.17,35.81,1152,1235.9,12,6
2026-03-01 12:50:00,45.13,62.36,39.34,51.63,1260,1606.2,12,6
2026-03-01 12:55:00,43.18,62.82,38.59,43.44,1276,1718.6,12,6
2026-03-01 13:00:00,39.21,63.51,38.67,41.05,1260,1169.9,13,6
2026-03-01 13:05:00,43.96,65.46,39.19,43.63,1300,1596.1,13,6
2026-03-01 13:10:00,42.54,64.77,38.33,43.84,1329,1680.8,13,6
2026-03-01 13:15:00,37.65,65.26,38.77,42.4,1281,1258.2,13,6
2026-03-01 13:20:00,41.76,65.89,39.3,45.95,1347,1460.5,13,6
2026-03-01 13:25:00,41.43,66.2,38.97,52.31,1312,1649.9,13,6
2026-03-01 13:30:00,42.81,66.13,39.17,48.63,1237,1468.5,13,6
2026-03-01 13:35:00,45.46,65.49,39.16,48.67,1367,1819.8,13,6
2026-03-01 13:40:00,41.97,65.42,39.2,43.17,1312,1600.9,13,6
2026-03-01 13:45:00,50.11,65.23,39.3,49.23,1321,1695.4,13,6
2026-03-01 13:50:00,35.12,67.31,39.09,37.3,1399,1286.2,13,6
2026-03-01 13:55:00,51.09,67.02,39.03,50.43,1426,1946.2,13,6
2026-03-01 14:00:00,39.76,66.74,38.48,45.08,1400,1677.4,14,6
2026-03-01 14:05:00,46.13,67.18,38.77,44.66,1371,1566.6,14,6
2026-03-01 14:10:00,40.21,65.38,39.02,44.19,1311,1442.1,14,6
2026-03-01 14:15:00,41.74,63.13,39.61,50.43,1355,1798.7,14,6
2026-03-01 14:20:00,39.51,64.54,39.03,38.88,1392,1273.1,14,6
2026-03-01 14:25:00,48.31,64.6,38.87,47.02,1342,1638.1,14,6
2026-03-01 14:30:00,42.4,64.64,39.27,43.29,1388,1447.7,14,6
2026-03-01 14:35:00,50.21,64.17,38.72,53.71,1426,1891.9,14,6
2026-03-01 14:40:00,34.7,63.58,39.48,40.64,1353,1299.2,14,6
2026-03-01 14:45:00,41.97,64.03,38.27,45.05,1379,1742.3,14,6
2026-03-01 14:50:00,45.85,66.06,38.94,47.94,1375,1673.4,14,6
2026-03-01 14:55:00,38.19,65.2,39.66,43.6,1369,1451.6,14,6
2026-03-01 15:00:00,45.46,65.36,40.14,45.49,1383,1596.5,15,6
2026-03-01 15:05:00,49.01,64.7,38.99,57.69,1460,1960.7,15,6
2026-03-01 15:10:00,45.16,64.47,39.52,45.0,1437,1660.2,15,6
2026-03-01 15:15:00,42.7,65.07,38.9,59.06,1380,1810.9,15,6
2026-03-01 15:20:00,59.45,78.9,39.52,69.9,2209,2450.4,15,6
2026-03-01 15:25:00,47.74,66.86,39.58,48.16,1370,1875.2,15,6
2026-03-01 15:30:00,39.55,66.35,39.41,50.42,1402,1636.0,15,6
2026-03-01 15:35:00,46.29,67.63,39.12,49.78,1377,1576.8,15,6
2026-03-01 15:40:00,38.27,67.6,39.18,44.25,1423,1452.3,15,6
2026-03-01 15:45:00,42.07,67.07,39.33,52.27,1468,1783.4,15,6
2026-03-01 15:50:00,50.01,68.56,39.0,52.29,1351,1905.0,15,6
2026-03-01 15:55:00,36.24,68.09,39.36,42.22,1416,1348.5,15,6
2026-03-01 16:00:00,43.75,68.79,39.56,49.89,1412,1868.2,16,6
2026-03-01 16:05:00,38.86,68.03,38.84,45.11,1361,1395.9,16,6
2026-03-01 16:10:00,45.07,67.79,39.68,50.33,1420,1775.6,16,6
2026-03-01 16:15:00,48.46,68.57,39.55,42.18,1410,1913.1,16,6
2026-03-01 16:20:00,48.57,69.55,39.58,53.47,1436,1629.3,16,6
2026-03-01 16:25:00,40.99,69.47,39.88,44.12,1382,1490.9,16,6
2026-03-01 16:30:00,32.79,68.18,39.36,30.49,1371,1125.5,16,6
2026-03-01 16:35:00,35.29,67.12,39.8,39.99,1379,1246.8,16,6
2026-03-01 16:40:00,41.56,66.24,39.41,50.9,1349,1614.5,16,6
2026-03-01 16:45:00,33.49,64.72,39.57,44.07,1363,1446.8,16,6
2026-03-01 16:50:00,42.65,64.25,39.21,39.13,1384,1667.8,16,6
2026-03-01 16:55:00,40.47,65.67,39.45,48.22,1396,1708.6,16,6
2026-03-01 17:00:00,34.54,65.68,39.39,41.29,1386,1373.3,17,6
2026-03-01 17:05:00,47.07,65.92,40.0,45.26,1276,1672.7,17,6
2026-03-01 17:10:00,48.18,66.21,39.72,51.68,1348,1876.8,17,6
2026-03-01 17:15:00,42.78,66.02,39.43,47.08,1426,1843.4,17,6
2026-03-01 17:20:00,41.02,65.77,39.27,40.25,1351,1632.8,17,6
2026-03-01 17:25:00,36.56,65.82,39.52,43.21,1429,1354.5,17,6
2026-03-01 17:30:00,33.86,66.72,39.44,38.95,1288,1153.0,17,6
2026-03-01 17:35:00,46.23,66.98,39.2,45.22,1343,1843.6,17,6
2026-03-01 17:40:00,40.6,66.43,39.36,48.73,1396,1861.3,17,6
2026-03-01 17:45:00,36.18,66.29,39.28,51.46,1322,1454.4,17,6
2026-03-01 17:50:00,38.82,66.45,39.54,45.29,1325,1640.3,17,6
2026-03-01 17:55:00,48.88,66.07,39.48,54.08,1317,1913.7,17,6
2026-03-01 18:00:00,47.96,65.94,39.97,41.18,1293,1692.5,18,6
2026-03-01 18:05:00,41.18,65.92,39.69,39.89,1302,1311.8,18,6
2026-03-01 18:10:00,47.6,63.61,39.67,52.78,1336,1780.6,18,6
2026-03-01 18:15:00,34.66,62.55,39.88,38.31,1318,1345.0,18,6
2026-03-01 18:20:00,37.7,63.04,39.77,34.63,1243,1175.9,18,6
2026-03-01 18:25:00,42.11,62.55,39.42,45.35,1286,1586.8,18,6
2026-03-01 18:30:00,37.75,62.82,39.42,48.73,1256,1713.9,18,6
2026-03-01 18:35:00,33.7,61.99,39.62,42.06,1235,1247.9,18,6
2026-03-01 18:40:00,45.28,61.25,39.74,31.81,1237,1488.3,18,6
2026-03-01 18:45:00,42.98,61.86,40.52,49.13,1175,1534.7,18,6
2026-03-01 18:50:00,31.92,61.73,40.04,32.15,1133,1094.0,18,6
2026-03-01 18:55:00,36.8,61.23,39.62,33.01,1249,1103.2,18,6
2026-03-01 19:00:00,45.71,61.57,39.69,48.22,1243,1617.5,19,6
2026-03-01 19:05:00,43.57,62.95,39.79,43.84,1257,1469.2,19,6
2026-03-01 19:10:00,36.57,63.18,39.05,33.19,1157,1258.3,19,6
2026-03-01 19:15:00,44.49,62.34,39.72,50.3,1222,1593.4,19,6
2026-03-01 19:20:00,35.06,62.96,40.25,36.12,1123,1347.8,19,6
2026-03-01 19:25:00,31.53,61.67,39.61,35.44,1107,955.8,19,6
2026-03-01 19:30:00,41.91,62.28,39.7,35.01,1126,1077.3,19,6
2026-03-01 19:35:00,41.47,62.3,39.97,45.86,1173,1454.4,19,6
2026-03-01 19:40:00,32.84,60.9,39.82,40.37,1159,1293.4,19,6
2026-03-01 19:45:00,32.09,60.14,39.33,39.95,1134,1323.6,19,6
2026-03-01 19:50:00,28.59,59.53,39.74,33.0,1117,1050.2,19,6
2026-03-01 19:55:00,42.99,58.97,39.48,36.83,1096,1310.2,19,6
2026-03-01 20:00:00,29.93,60.65,39.93,27.89,1085,1041.6,20,6
2026-03-01 20:05:00,27.85,61.61,39.8,32.04,1097,1201.2,20,6
2026-03-01 20:10:00,28.43,61.51,39.47,43.87,1067,1109.6,20,6
2026-03-01 20:15:00,40.38,61.32,40.04,39.29,1060,1393.5,20,6
2026-03-01 20:20:00,39.56,61.48,39.9,34.95,1087,1129.4,20,6
2026-03-01 20:25:00,34.99,60.75,39.99,31.24,1041,985.7,20,6
2026-03-01 20:30:00,35.18,60.14,40.32,31.37,965,1025.0,20,6
2026-03-01 20:35:00,31.5,60.39,40.2,27.74,993,1102.5,20,6
2026-03-01 20:40:00,27.91,60.21,40.12,30.34,908,836.2,20,6
2026-03-01 20:45:00,32.28,60.4,40.41,33.92,928,1046.9,20,6
2026-03-01 20:50:00,25.92,59.84,40.09,38.79,928,1168.7,20,6
2026-03-01 20:55:00,56.03,59.46,39.95,36.27,898,1226.9,20,6
2026-03-01 21:00:00,34.74,59.12,39.72,36.75,990,948.5,21,6
2026-03-01 21:05:00,33.67,58.09,39.76,37.64,954,1263.6,21,6
2026-03-01 21:10:00,26.97,56.27,39.5,33.15,915,961.9,21,6
2026-03-01 21:15:00,34.5,55.47,40.32,38.47,913,1102.2,21,6
2026-03-01 21:20:00,27.82,55.53,40.01,28.4,863,803.6,21,6
2026-03-01 21:25:00,31.44,56.3,39.4,35.86,824,808.5,21,6
2026-03-01 21:30:00,27.3,56.36,40.44,31.07,890,799.2,21,6
2026-03-01 21:35:00,25.39,57.31,39.48,34.47,927,1082.5,21,6
2026-03-01 21:40:00,27.79,57.66,40.48,34.52,838,1049.9,21,6
2026-03-01 21:45:00,23.88,56.5,40.04,31.17,757,768.3,21,6
2026-03-01 21:50:00,31.0,55.13,40.09,27.25,772,680.7,21,6
2026-03-01 21:55:00,32.4,54.84,40.13,35.42,823,1020.7,21,6
2026-03-01 22:00:00,28.07,56.58,40.54,29.6,785,682.5,22,6
2026-03-01 22:05:00,31.58,55.41,40.7,31.64,715,991.2,22,6
2026-03-01 22:10:00,52.71,63.84,40.9,48.73,1008,1279.0,22,6
2026-03-01 22:15:00,26.43,55.31,40.0,33.18,685,961.9,22,6
2026-03-01 22:20:00,35.13,54.22,40.16,41.13,765,1042.2,22,6
2026-03-01 22:25:00,21.87,54.28,40.34,40.78,735,976.2,22,6
2026-03-01 22:30:00,30.96,55.18,39.86,19.06,663,605.4,22,6
2026-03-01 22:35:00,22.51,54.72,40.65,27.15,736,780.7,22,6
2026-03-01 22:40:00,34.95,54.69,40.2,45.36,664,948.2,22,6
2026-03-01 22:45:00,31.58,53.39,39.49,27.79,739,886.4,22,6
2026-03-01 22:50:00,55.22,53.28,60.54,29.32,693,657.2,22,6
2026-03-01 22:55:00,27.13,53.08,40.17,27.25,551,609.2,22,6
2026-03-01 23:00:00,29.53,52.15,41.15,31.86,668,894.3,23,6
2026-03-01 23:05:00,36.14,51.2,39.99,31.32,633,813.2,23,6
2026-03-01 23:10:00,23.81,49.96,40.19,25.25,618,658.9,23,6
2026-03-01 23:15:00,28.66,51.64,39.73,18.26,596,588.2,23,6
2026-03-01 23:20:00,26.63,52.08,40.33,21.04,591,611.2,23,6
2026-03-01 23:25:00,27.89,51.58,39.88,24.51,599,576.7,23,6
2026-03-01 23:30:00,31.16,52.12,40.86,26.92,567,643.7,23,6
2026-03-01 23:35:00,20.59,51.11,40.33,21.56,464,595.6,23,6
2026-03-01 23:40:00,24.12,50.85,40.21,30.86,535,655.9,23,6
2026-03-01 23:45:00,21.5,50.12,39.71,20.44,488,506.7,23,6
2026-03-01 23:50:00,25.94,50.37,40.41,20.12,517,515.9,23,6
2026-03-01 23:55:00,27.7,49.48,40.61,31.7,550,657.3,23,6
2026-03-02 00:00:00,37.33,51.0,37.21,33.24,739,955.8,0,0
2026-03-02 00:05:00,24.11,50.41,36.89,30.1,671,686.1,0,0
2026-03-02 00:10:00,34.69,51.12,36.62,35.47,654,922.5,0,0
2026-03-02 00:15:00,21.71,51.45,37.15,18.71,629,598.1,0,0
2026-03-02 00:20:00,22.29,52.35,36.95,23.42,637,619.0,0,0
2026-03-02 00:25:00,20.43,52.95,36.91,26.87,671,568.7,0,0
2026-03-02 00:30:00,28.86,52.05,37.11,25.72,663,571.5,0,0
2026-03-02 00:35:00,28.25,51.22,37.22,16.0,583,524.8,0,0
2026-03-02 00:40:00,33.86,52.91,37.14,34.75,645,881.3,0,0
2026-03-02 00:45:00,23.91,51.91,37.11,31.88,589,796.2,0,0
2026-03-02 00:50:00,28.07,51.16,37.42,33.39,621,776.0,0,0
2026-03-02 00:55:00,24.75,51.79,36.78,31.55,670,836.7,0,0
2026-03-02 01:00:00,31.33,52.82,37.25,33.51,659,845.9,1,0
2026-03-02 01:05:00,16.55,52.16,37.35,21.78,445,428.2,1,0
2026-03-02 01:10:00,26.86,51.87,37.36,24.08,545,501.9,1,0
2026-03-02 01:15:00,25.73,51.5,37.09,28.91,566,566.7,1,0
2026-03-02 01:20:00,20.7,50.33,37.07,15.1,519,467.4,1,0
2026-03-02 01:25:00,22.25,50.76,36.91,19.68,515,548.0,1,0
2026-03-02 01:30:00,22.16,50.48,37.04,26.13,488,495.0,1,0
2026-03-02 01:35:00,26.52,49.33,37.17,20.7,526,623.7,1,0
2026-03-02 01:40:00,19.28,47.07,37.67,24.7,487,491.6,1,0
2026-03-02 01:45:00,21.08,46.68,37.17,31.59,500,596.4,1,0
2026-03-02 01:50:00,22.76,45.27,37.3,22.03,517,560.0,1,0
2026-03-02 01:55:00,22.42,46.25,37.47,18.28,553,684.5,1,0
2026-03-02 02:00:00,23.73,45.92,37.18,22.5,433,418.8,2,0
2026-03-02 02:05:00,24.58,45.53,37.38,25.08,507,535.3,2,0
2026-03-02 02:10:00,24.06,46.05,37.46,27.45,464,468.2,2,0
2026-03-02 02:15:00,22.45,45.49,37.53,23.91,438,568.7,2,0
2026-03-02 02:20:00,25.31,45.03,36.94,17.36,310,362.2,2,0
2026-03-02 02:25:00,23.75,44.87,37.22,27.49,451,499.1,2,0
2026-03-02 02:30:00,20.48,44.48,37.15,27.3,397,485.9,2,0
2026-03-02 02:35:00,26.09,44.78,37.25,20.05,385,495.0,2,0
2026-03-02 02:40:00,24.04,45.04,36.87,23.86,381,423.9,2,0
2026-03-02 02:45:00,25.37,45.93,36.94,16.27,369,402.4,2,0
2026-03-02 02:50:00,23.69,45.12,37.43,20.53,451,602.5,2,0
2026-03-02 02:55:00,25.52,45.89,37.41,25.01,394,445.5,2,0
2026-03-02 03:00:00,21.38,46.18,37.64,16.74,357,427.5,3,0
2026-03-02 03:05:00,23.14,47.61,36.82,20.93,452,428.3,3,0
2026-03-02 03:10:00,26.04,48.48,37.63,29.71,436,469.9,3,0
2026-03-02 03:15:00,19.32,47.86,37.2,22.5,387,462.1,3,0
2026-03-02 03:20:00,14.82,47.68,37.55,19.14,349,345.5,3,0
2026-03-02 03:25:00,17.11,47.69,37.74,13.38,372,412.5,3,0
2026-03-02 03:30:00,18.12,46.58,37.19,20.35,332,402.3,3,0
2026-03-02 03:35:00,21.98,44.75,37.4,25.84,444,569.0,3,0
2026-03-02 03:40:00,18.16,44.43,37.48,21.61,367,418.3,3,0
2026-03-02 03:45:00,22.73,44.86,37.29,20.01,347,414.3,3,0
2026-03-02 03:50:00,21.47,44.74,36.96,17.84,410,472.2,3,0
2026-03-02 03:55:00,16.36,44.32,37.81,19.56,338,324.2,3,0
2026-03-02 04:00:00,28.83,44.22,37.62,30.84,404,507.8,4,0
2026-03-02 04:05:00,22.25,45.36,37.46,25.01,407,470.3,4,0
2026-03-02 04:10:00,20.58,45.04,37.33,26.0,311,371.7,4,0
2026-03-02 04:15:00,24.26,44.88,37.87,28.38,395,525.0,4,0
2026-03-02 04:20:00,13.56,45.65,37.45,18.72,346,375.0,4,0
2026-03-02 04:25:00,17.29,45.79,37.42,18.32,399,364.8,4,0
2026-03-02 04:30:00,19.81,45.52,37.88,16.1,326,317.7,4,0
2026-03-02 04:35:00,19.03,46.25,37.82,20.53,418,443.3,4,0
2026-03-02 04:40:00,25.04,45.87,37.43,13.83,440,455.8,4,0
2026-03-02 04:45:00,22.65,43.65,37.27,19.63,295,308.9,4,0
2026-03-02 04:50:00,28.29,43.41,37.38,27.46,411,428.7,4,0
2026-03-02 04:55:00,24.81,42.85,37.94,23.0,392,417.1,4,0
2026-03-02 05:00:00,22.9,43.12,38.0,25.94,408,537.7,5,0
